takeoffdate	landingdate	airlineMarketing	airlineOperator	airlineOwner	airportOrg	orgLAT	orgLON	airportDst	desLAT	desLON	ACtype	takeOffTime	landingTime	durationH	takeOffMinute	landingMinute		
05/01/2016 21:45	06/01/2016 01:00	Emirates Airline	Emirates Airline	Emirates Airline	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	117:45:00	121:00:00	3:15:00	7065	7260		
05/01/2016 21:55	06/01/2016 11:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	117:55:00	131:30:00	13:35:00	7075	7890		
05/01/2016 22:00	06/01/2016 04:45	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	118:00:00	124:45:00	6:45:00	7080	7485		
05/01/2016 22:00	06/01/2016 08:40	Korean Air	Korean Air	Korean Air	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	118:00:00	128:40:00	10:40:00	7080	7720		
05/01/2016 22:00	06/01/2016 06:25	Lufthansa	Lufthansa	Lufthansa	DELHI	28.55	77.1	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	118:00:00	126:25:00	8:25:00	7080	7585		
05/01/2016 22:05	06/01/2016 11:00	Singapore Airlines	Singapore Airlines	Singapore Airlines	LONDON HEATHROW Airport	51.467	-0.45	SINGAPORE CHANGI APT	1.363	103.992	388	118:05:00	131:00:00	12:55:00	7085	7860		
05/01/2016 22:10	06/01/2016 07:50	Lufthansa	Lufthansa	Lufthansa	Houston - George Bush Intercontinental Airport	29.99	-95.337	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	118:10:00	127:50:00	9:40:00	7090	7670		
05/01/2016 22:20	06/01/2016 10:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	Los Angeles International Airport	33.941	-118.409	TOKYO NARITA APT	35.769	140.393	388	118:20:00	130:05:00	11:45:00	7100	7805		
05/01/2016 22:25	06/01/2016 01:35	Emirates Airline	Emirates Airline	Emirates Airline	 Brisbane Airport	-27.391	153.123	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	118:25:00	121:35:00	3:10:00	7105	7295		
05/01/2016 22:30	06/01/2016 09:10	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	O. R. Tambo International	-26.135	28.242	388	118:30:00	129:10:00	10:40:00	7110	7750		
05/01/2016 22:30	06/01/2016 10:20	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	HONG KONG INTERNATIONAL APT	22.296	113.897	388	118:30:00	130:20:00	11:50:00	7110	7820		
05/01/2016 22:30	06/01/2016 06:40	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	LONDON HEATHROW Airport	51.467	-0.45	388	118:30:00	126:40:00	8:10:00	7110	7600		
05/01/2016 22:35	06/01/2016 13:15	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	118:35:00	133:15:00	14:40:00	7115	7995		
05/01/2016 22:40	06/01/2016 06:20	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	LONDON HEATHROW Airport	51.467	-0.45	388	118:40:00	126:20:00	7:40:00	7120	7580		
05/01/2016 22:45	06/01/2016 02:05	Emirates Airline	Emirates Airline	Emirates Airline	MUMBAI	19.091	72.86725749	DUBAI INTERNATIONAL	25.253	55.364	388	118:45:00	122:05:00	3:20:00	7125	7325		
05/01/2016 22:50	06/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON  Gatwick Airport	51.15	-0.176	388	118:50:00	126:40:00	7:50:00	7130	7600		
05/01/2016 22:50	06/01/2016 15:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	DALLAS/FORT WORTH INTL APT	32.899	-97.04	388	118:50:00	135:05:00	16:15:00	7130	8105		
05/01/2016 22:50	06/01/2016 06:55	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	118:50:00	126:55:00	8:05:00	7130	7615		
05/01/2016 22:55	06/01/2016 05:10	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	118:55:00	125:10:00	6:15:00	7135	7510		
05/01/2016 23:00	06/01/2016 09:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Perth Airport	-31.933	115.967	388	119:00:00	129:35:00	10:35:00	7140	7775		
05/01/2016 23:05	06/01/2016 05:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	119:05:00	125:05:00	6:00:00	7145	7505		
05/01/2016 23:05	06/01/2016 10:05	Lufthansa	Lufthansa	Lufthansa	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	119:05:00	130:05:00	11:00:00	7145	7805		
05/01/2016 23:10	06/01/2016 07:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	119:10:00	127:10:00	8:00:00	7150	7630		
05/01/2016 23:10	06/01/2016 07:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Shanghai Pudong International Airport	31.133	121.8	388	119:10:00	127:05:00	7:55:00	7150	7625		
05/01/2016 23:10	06/01/2016 10:05	Lufthansa	Lufthansa	Lufthansa	Los Angeles International Airport	33.941	-118.409	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	119:10:00	130:05:00	10:55:00	7150	7805		
05/01/2016 23:15	06/01/2016 06:25	British Airways	British Airways	British Airways	WASHINGTON DULLES INTERNATIONAL APT	38.953	-77.456	LONDON HEATHROW Airport	51.467	-0.45	388	119:15:00	126:25:00	7:10:00	7155	7585		
05/01/2016 23:15	06/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SINGAPORE CHANGI APT	1.363	103.992	388	119:15:00	126:40:00	7:25:00	7155	7600		
05/01/2016 23:15	06/01/2016 06:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	HONG KONG INTERNATIONAL APT	22.296	113.897	388	119:15:00	126:30:00	7:15:00	7155	7590		
05/01/2016 23:20	06/01/2016 07:00	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	119:20:00	127:00:00	7:40:00	7160	7620		
05/01/2016 23:20	06/01/2016 14:10	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	119:20:00	134:10:00	14:50:00	7160	8050		
05/01/2016 23:30	06/01/2016 05:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	119:30:00	125:35:00	6:05:00	7170	7535		
05/01/2016 23:30	06/01/2016 06:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Beijing Capital International Airport	40.066	116.609	388	119:30:00	126:45:00	7:15:00	7170	7605		
05/01/2016 23:30	06/01/2016 07:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	119:30:00	127:30:00	8:00:00	7170	7650		
05/01/2016 23:35	06/01/2016 15:35	Emirates Airline	Emirates Airline	Emirates Airline	Los Angeles International Airport	33.941	-118.409	DUBAI INTERNATIONAL	25.253	55.364	388	119:35:00	135:35:00	16:00:00	7175	8135		
05/01/2016 23:40	06/01/2016 15:25	Emirates Airline	Emirates Airline	Emirates Airline	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	DUBAI INTERNATIONAL	25.253	55.364	388	119:40:00	135:25:00	15:45:00	7180	8125		
05/01/2016 23:50	06/01/2016 10:35	Air France	Air France	Air France	Los Angeles International Airport	33.941	-118.409	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	119:50:00	130:35:00	10:45:00	7190	7835		
06/01/2016 00:00	06/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MAURITIUS	-20.431	57.68265668	388	120:00:00	126:40:00	6:40:00	7200	7600		
06/01/2016 00:20	06/01/2016 15:05	Emirates Airline	Emirates Airline	Emirates Airline	Houston - George Bush Intercontinental Airport	29.99	-95.337	DUBAI INTERNATIONAL	25.253	55.364	388	120:20:00	135:05:00	14:45:00	7220	8105		
06/01/2016 00:20	06/01/2016 14:35	Qantas	Qantas	Qantas	 Melbourne Airport	-37.665	144.84	Los Angeles International Airport	33.941	-118.409	388	120:20:00	134:35:00	14:15:00	7220	8075		
06/01/2016 00:25	06/01/2016 07:35	Air France	Air France	Air France	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	120:25:00	127:35:00	7:10:00	7225	7655		
06/01/2016 00:25	06/01/2016 09:35	China Southern Airlines	China Southern Airlines	China Southern Airlines	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	Guangzhou Baiyun International Airport	23.402	113.309	380	120:25:00	129:35:00	9:10:00	7225	7775		
06/01/2016 00:25	06/01/2016 04:25	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	HONG KONG INTERNATIONAL APT	22.296	113.897	388	120:25:00	124:25:00	4:00:00	7225	7465		
06/01/2016 00:30	06/01/2016 14:25	Qantas	Qantas	Qantas	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	Los Angeles International Airport	33.941	-118.409	388	120:30:00	134:25:00	13:55:00	7230	8065		
06/01/2016 00:30	06/01/2016 11:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	AUCKLAND INTERNATIONAL APT	-37.01	174.786	SINGAPORE CHANGI APT	1.363	103.992	388	120:30:00	131:05:00	10:35:00	7230	7865		
06/01/2016 00:35	06/01/2016 14:10	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	 Hartsfield-Jackson Atlanta International Airport	33.641144	-84.435523	388	120:35:00	134:10:00	13:35:00	7235	8050		
06/01/2016 00:45	06/01/2016 06:50	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	 Beijing Capital International Airport	40.066	116.609	388	120:45:00	126:50:00	6:05:00	7245	7610		
06/01/2016 01:00	06/01/2016 04:05	China Southern Airlines	China Southern Airlines	China Southern Airlines	Guangzhou Baiyun International Airport	23.402	113.309	 Beijing Capital International Airport	40.066	116.609	380	121:00:00	124:05:00	3:05:00	7260	7445		
06/01/2016 01:00	06/01/2016 06:50	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	TOKYO NARITA APT	35.769	140.393	380	121:00:00	126:50:00	5:50:00	7260	7610		
06/01/2016 01:00	06/01/2016 03:45	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	HONG KONG INTERNATIONAL APT	22.296	113.897	380	121:00:00	123:45:00	2:45:00	7260	7425		
06/01/2016 01:05	06/01/2016 15:00	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	121:05:00	135:00:00	13:55:00	7265	8100		
06/01/2016 01:10	06/01/2016 15:20	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	LONDON HEATHROW Airport	51.467	-0.45	388	121:10:00	135:20:00	14:10:00	7270	8120		
06/01/2016 01:15	06/01/2016 08:50	Singapore Airlines	Singapore Airlines	Singapore Airlines	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	121:15:00	128:50:00	7:35:00	7275	7730		
06/01/2016 01:15	06/01/2016 09:35	Singapore Airlines	Singapore Airlines	Singapore Airlines	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	SINGAPORE CHANGI APT	1.363	103.992	388	121:15:00	129:35:00	8:20:00	7275	7775		
06/01/2016 01:20	06/01/2016 08:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	TOKYO NARITA APT	35.769	140.393	388	121:20:00	128:05:00	6:45:00	7280	7685		
06/01/2016 01:20	06/01/2016 06:35	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	Shanghai Pudong International Airport	31.133	121.8	388	121:20:00	126:35:00	5:15:00	7280	7595		
06/01/2016 01:35	06/01/2016 08:35	Qatar Airways	Qatar Airways	Qatar Airways	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DOHA	25.269	51.613	388	121:35:00	128:35:00	7:00:00	7295	7715		
06/01/2016 01:50	06/01/2016 10:20	Air France	Air France	Air France	MIAMI INTERNATIONAL APT	25.796	-80.287	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	121:50:00	130:20:00	8:30:00	7310	7820		
06/01/2016 02:00	06/01/2016 16:00	Asiana Airlines	Asiana Airlines	Asiana Airlines	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	122:00:00	136:00:00	14:00:00	7320	8160		
06/01/2016 02:00	06/01/2016 10:25	British Airways	British Airways	British Airways	MIAMI INTERNATIONAL APT	25.796	-80.287	LONDON HEATHROW Airport	51.467	-0.45	388	122:00:00	130:25:00	8:25:00	7320	7825		
06/01/2016 02:10	06/01/2016 16:15	Malaysia Airlines Berhad	Malaysia Airlines Berhad	Malaysia Airlines Berhad	 Kuala Lumpur International Airport	2.733	101.7	LONDON HEATHROW Airport	51.467	-0.45	380	122:10:00	136:15:00	14:05:00	7330	8175		
06/01/2016 02:10	06/01/2016 19:05	Qantas	Qantas	Qantas	DALLAS/FORT WORTH INTL APT	32.899	-97.04	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	122:10:00	139:05:00	16:55:00	7330	8345		
06/01/2016 02:30	06/01/2016 09:15	Emirates Airline	Emirates Airline	Emirates Airline	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DUBAI INTERNATIONAL	25.253	55.364	388	122:30:00	129:15:00	6:45:00	7350	7755		
06/01/2016 02:40	06/01/2016 05:30	Emirates Airline	Emirates Airline	Emirates Airline	JEDDAH	21.667	39.15	DUBAI INTERNATIONAL	25.253	55.364	388	122:40:00	125:30:00	2:50:00	7360	7530		
06/01/2016 03:05	06/01/2016 06:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	JEDDAH	21.667	39.15	388	123:05:00	126:10:00	3:05:00	7385	7570		
06/01/2016 03:10	06/01/2016 06:20	China Southern Airlines	China Southern Airlines	China Southern Airlines	 Beijing Capital International Airport	40.066	116.609	Chengdu Shuangliu International Airport	30.575	103.951	380	123:10:00	126:20:00	3:10:00	7390	7580		
06/01/2016 03:20	06/01/2016 11:05	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	MILAN MALPENSA APT	45.63	8.726	388	123:20:00	131:05:00	7:45:00	7400	7865		
06/01/2016 03:20	06/01/2016 11:20	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Manchester Airport	53.34	-2.295	388	123:20:00	131:20:00	8:00:00	7400	7880		
06/01/2016 03:25	06/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MADRID BARAJAS APT	40.483	-3.567	388	123:25:00	131:40:00	8:15:00	7405	7900		
06/01/2016 03:45	06/01/2016 11:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	123:45:00	131:35:00	7:50:00	7425	7895		
06/01/2016 03:50	06/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	123:50:00	131:25:00	7:35:00	7430	7885		
06/01/2016 03:50	06/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BARCELONA APT	41.296	2.081	388	123:50:00	131:25:00	7:35:00	7430	7885		
06/01/2016 04:00	06/01/2016 11:50	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON  Gatwick Airport	51.15	-0.176	388	124:00:00	131:50:00	7:50:00	7440	7910		
06/01/2016 04:00	06/01/2016 16:15	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	DUBAI INTERNATIONAL	25.253	55.364	388	124:00:00	136:15:00	12:15:00	7440	8175		
06/01/2016 04:00	06/01/2016 12:05	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	LONDON HEATHROW Airport	51.467	-0.45	388	124:00:00	132:05:00	8:05:00	7440	7925		
06/01/2016 04:05	06/01/2016 19:35	Qantas	Qantas	Qantas	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	DALLAS/FORT WORTH INTL APT	32.899	-97.04	388	124:05:00	139:35:00	15:30:00	7445	8375		
06/01/2016 04:10	06/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	AMSTERDAM	52.3	4.75	388	124:10:00	131:40:00	7:30:00	7450	7900		
06/01/2016 04:20	06/01/2016 11:20	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	COPENHAGEN KASTRUP Airport	55.618	12.653	388	124:20:00	131:20:00	7:00:00	7460	7880		
06/01/2016 04:30	06/01/2016 19:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	124:30:00	139:10:00	14:40:00	7470	8350		
06/01/2016 04:30	06/01/2016 20:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Los Angeles International Airport	33.941	-118.409	388	124:30:00	140:45:00	16:15:00	7470	8445		
06/01/2016 04:30	06/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	ZURICH AIRPORT	47.461	8.55	388	124:30:00	131:25:00	6:55:00	7470	7885		
06/01/2016 04:35	06/01/2016 11:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	DUSSELDORF INTERNATIONAL AIRPORT	51.283	6.767	388	124:35:00	131:45:00	7:10:00	7475	7905		
06/01/2016 04:35	06/01/2016 12:55	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	124:35:00	132:55:00	8:20:00	7475	7975		
06/01/2016 04:40	06/01/2016 11:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	124:40:00	131:45:00	7:05:00	7480	7905		
06/01/2016 04:45	06/01/2016 11:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MUNICH INTERNATIONAL AIRPORT	48.35	11.783	388	124:45:00	131:35:00	6:50:00	7485	7895		
06/01/2016 04:45	06/01/2016 12:25	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	LONDON HEATHROW Airport	51.467	-0.45	388	124:45:00	132:25:00	7:40:00	7485	7945		
06/01/2016 04:55	06/01/2016 15:15	British Airways	British Airways	British Airways	Los Angeles International Airport	33.941	-118.409	LONDON HEATHROW Airport	51.467	-0.45	388	124:55:00	135:15:00	10:20:00	7495	8115		
06/01/2016 04:55	06/01/2016 20:55	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	388	124:55:00	140:55:00	16:00:00	7495	8455		
06/01/2016 04:55	06/01/2016 12:10	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	124:55:00	132:10:00	7:15:00	7495	7930		
06/01/2016 05:00	06/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	ROME FIUMICINO APT	41.798	12.247	388	125:00:00	131:40:00	6:40:00	7500	7900		
06/01/2016 05:00	06/01/2016 17:30	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	125:00:00	137:30:00	12:30:00	7500	8250		
06/01/2016 05:05	06/01/2016 21:50	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Houston - George Bush Intercontinental Airport	29.99	-95.337	388	125:05:00	141:50:00	16:45:00	7505	8510		
06/01/2016 05:10	06/01/2016 12:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MILAN MALPENSA APT	45.63	8.726	388	125:10:00	132:10:00	7:00:00	7510	7930		
06/01/2016 05:10	06/01/2016 09:00	Emirates Airline	Emirates Airline	Emirates Airline	AUCKLAND INTERNATIONAL APT	-37.01	174.786	 Brisbane Airport	-27.391	153.123	388	125:10:00	129:00:00	3:50:00	7510	7740		
06/01/2016 05:25	06/01/2016 08:05	Thai Airways International	Thai Airways International	Thai Airways International	HONG KONG INTERNATIONAL APT	22.296	113.897	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	380	125:25:00	128:05:00	2:40:00	7525	7685		
06/01/2016 05:30	06/01/2016 09:05	Emirates Airline	Emirates Airline	Emirates Airline	AUCKLAND INTERNATIONAL APT	-37.01	174.786	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	125:30:00	129:05:00	3:35:00	7530	7745		
06/01/2016 05:35	06/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	125:35:00	131:40:00	6:05:00	7535	7900		
06/01/2016 05:35	06/01/2016 19:30	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	125:35:00	139:30:00	13:55:00	7535	8370		
06/01/2016 05:35	06/01/2016 11:45	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	125:35:00	131:45:00	6:10:00	7535	7905		
06/01/2016 05:40	06/01/2016 16:40	Asiana Airlines	Asiana Airlines	Asiana Airlines	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	Los Angeles International Airport	33.941	-118.409	388	125:40:00	136:40:00	11:00:00	7540	8200		
06/01/2016 05:40	06/01/2016 13:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	125:40:00	133:35:00	7:55:00	7540	8015		
06/01/2016 05:45	06/01/2016 20:50	Qantas	Qantas	Qantas	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	DUBAI INTERNATIONAL	25.253	55.364	388	125:45:00	140:50:00	15:05:00	7545	8450		
06/01/2016 05:50	06/01/2016 09:50	Emirates Airline	Emirates Airline	Emirates Airline	AUCKLAND INTERNATIONAL APT	-37.01	174.786	 Melbourne Airport	-37.665	144.84	388	125:50:00	129:50:00	4:00:00	7550	7790		
06/01/2016 05:50	06/01/2016 18:00	Lufthansa	Lufthansa	Lufthansa	Shanghai Pudong International Airport	31.133	121.8	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	125:50:00	138:00:00	12:10:00	7550	8280		
06/01/2016 05:55	06/01/2016 20:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Toronto Pearson International Airport	43.682	-79.631	388	125:55:00	140:25:00	14:30:00	7555	8425		
06/01/2016 06:00	06/01/2016 17:00	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	Los Angeles International Airport	33.941	-118.409	388	126:00:00	137:00:00	11:00:00	7560	8220		
06/01/2016 06:05	06/01/2016 13:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	HONG KONG INTERNATIONAL APT	22.296	113.897	388	126:05:00	133:05:00	7:00:00	7565	7985		
06/01/2016 06:10	06/01/2016 10:10	Singapore Airlines	Singapore Airlines	Singapore Airlines	HONG KONG INTERNATIONAL APT	22.296	113.897	SINGAPORE CHANGI APT	1.363	103.992	388	126:10:00	130:10:00	4:00:00	7570	7810		
06/01/2016 06:15	06/01/2016 20:00	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	126:15:00	140:00:00	13:45:00	7575	8400		
06/01/2016 06:15	06/01/2016 19:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Melbourne Airport	-37.665	144.84	388	126:15:00	139:35:00	13:20:00	7575	8375		
06/01/2016 06:15	06/01/2016 13:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Kuala Lumpur International Airport	2.733	101.7	388	126:15:00	133:25:00	7:10:00	7575	8005		
06/01/2016 06:15	06/01/2016 12:55	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MAURITIUS	-20.431	57.68265668	388	126:15:00	132:55:00	6:40:00	7575	7975		
06/01/2016 06:15	06/01/2016 22:05	Qantas	Qantas	Qantas	Los Angeles International Airport	33.941	-118.409	 Melbourne Airport	-37.665	144.84	388	126:15:00	142:05:00	15:50:00	7575	8525		
06/01/2016 06:25	06/01/2016 20:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Brisbane Airport	-27.391	153.123	388	126:25:00	140:40:00	14:15:00	7585	8440		
06/01/2016 06:30	06/01/2016 21:40	China Southern Airlines	China Southern Airlines	China Southern Airlines	Los Angeles International Airport	33.941	-118.409	Guangzhou Baiyun International Airport	23.402	113.309	380	126:30:00	141:40:00	15:10:00	7590	8500		
